Date,Open,High,Low,Close,Adj Close,Volume
2018-04-27,109.550003,110.160004,109.129997,109.400002,107.181618,9384000
2018-04-30,109.750000,110.300003,108.750000,108.779999,106.574196,13744900
2018-05-01,108.449997,108.970001,107.540001,108.779999,106.574196,10503400
2018-05-02,108.110001,109.489998,107.730003,107.919998,105.731628,12162100
2018-05-03,107.589996,107.769997,105.180000,107.239998,105.065422,15379100
2018-05-04,106.430000,108.739998,105.980003,108.430000,106.231293,11967900
2018-05-07,108.760002,109.680000,108.360001,109.370003,107.152229,9356700
2018-05-08,109.529999,111.339996,109.279999,110.989998,108.739380,12543200
2018-05-09,111.440002,113.639999,111.029999,113.410004,111.110306,11368100
2018-05-10,113.190002,114.440002,112.750000,114.290001,111.972466,9159700
2018-05-11,114.489998,114.730003,113.669998,113.860001,111.551186,10253000
2018-05-14,114.110001,114.699997,113.739998,113.900002,111.590378,8710700
2018-05-15,113.910004,113.910004,112.570000,113.029999,110.738007,11536200
2018-05-16,112.889999,113.690002,112.629997,113.339996,111.041718,7571100
2018-05-17,113.199997,113.410004,112.199997,112.959999,110.669426,8617200
2018-05-18,112.750000,112.800003,110.839996,111.129997,108.876534,11806300
2018-05-21,112.050003,112.540001,111.919998,112.150002,109.875862,9441900
2018-05-22,112.349998,114.290001,112.290001,113.010002,110.718414,11507600
2018-05-23,112.510002,112.769997,111.120003,112.489998,110.208961,11119300
2018-05-24,112.139999,112.150002,110.120003,111.230003,108.974518,14084800
2018-05-25,110.459999,111.080002,110.199997,110.660004,108.416077,8283500
2018-05-29,109.180000,109.199997,104.959999,105.930000,103.781990,30643800
2018-05-30,107.639999,108.599998,106.650002,108.349998,106.152916,17490800
2018-05-31,107.949997,108.190002,106.419998,107.010002,104.840088,19808200
2018-06-01,108.339996,108.940002,107.800003,108.400002,106.201904,13594200
2018-06-04,108.989998,109.260002,108.269997,108.449997,106.250885,9415400
2018-06-05,108.239998,108.309998,107.070000,107.839996,105.653244,10415200
2018-06-06,108.660004,110.739998,108.480003,110.360001,108.122154,15453600
2018-06-07,111.180000,111.500000,110.029999,110.800003,108.553238,13444400
2018-06-08,110.620003,111.139999,110.059998,111.110001,108.856941,10383200
2018-06-11,111.120003,111.910004,110.769997,110.830002,108.582626,12642900
2018-06-12,111.139999,111.529999,109.519997,110.190002,107.955605,15294100
2018-06-13,110.459999,111.449997,109.580002,109.970001,107.740067,14979700
2018-06-14,110.279999,110.360001,107.779999,108.029999,105.839401,20487300
2018-06-15,107.800003,108.379997,106.269997,107.900002,105.712036,26028600
2018-06-18,107.260002,108.400002,106.690002,108.180000,105.986359,9786800
2018-06-19,106.900002,107.879997,106.599998,107.550003,105.369133,12707200
2018-06-20,108.180000,108.639999,107.440002,107.540001,105.359337,8876900
2018-06-21,107.099998,108.209999,106.529999,107.510002,105.329948,11048700
2018-06-22,108.160004,108.370003,105.510002,105.750000,103.605637,19478900
2018-06-25,105.660004,105.699997,103.959999,104.790001,102.665100,16907600
2018-06-26,104.709999,105.209999,103.110001,104.860001,102.733681,17086800
2018-06-27,104.680000,105.919998,103.230003,103.239998,101.146530,16276800
2018-06-28,103.680000,105.459999,103.510002,104.930000,102.802261,14491300
2018-06-29,106.680000,106.900002,104.150002,104.199997,102.087059,18972400
2018-07-02,103.720001,105.089996,103.379997,105.080002,102.949219,11130000
2018-07-03,105.410004,105.779999,103.519997,103.610001,101.509026,8311700
2018-07-05,104.129997,104.379997,103.529999,103.720001,102.169006,10723400
2018-07-06,103.120003,104.500000,102.199997,104.059998,102.503922,12173700
2018-07-09,104.709999,107.459999,104.709999,107.279999,105.675774,13900800
2018-07-10,108.019997,108.400002,106.529999,106.620003,105.025642,14575900
2018-07-11,106.309998,107.059998,106.209999,106.389999,104.799080,10186500
2018-07-12,107.419998,107.559998,105.970001,106.849998,105.252197,12456800
2018-07-13,107.300003,107.800003,105.139999,106.360001,104.769531,21289100
2018-07-16,107.050003,110.769997,106.980003,110.580002,108.926430,24662600
2018-07-17,110.690002,110.930000,109.750000,110.500000,108.847626,14821900
2018-07-18,110.419998,112.120003,110.199997,111.529999,109.862221,14244900
2018-07-19,111.059998,111.089996,109.730003,109.889999,108.246750,16775300
2018-07-20,110.000000,111.739998,109.779999,111.279999,109.615959,13578100
2018-07-23,111.059998,114.239998,110.930000,113.349998,111.655006,18140000
2018-07-24,113.550003,114.779999,113.419998,114.150002,112.443047,14000400
2018-07-25,113.879997,115.519997,113.379997,115.180000,113.457642,13329100
2018-07-26,115.419998,115.589996,114.580002,114.849998,113.132576,11897800
2018-07-27,115.180000,116.300003,114.809998,116.029999,114.294930,12802700
2018-07-30,116.279999,117.610001,116.059998,116.730003,114.984474,13411600
2018-07-31,117.080002,117.080002,114.820000,114.949997,113.231079,15843800
2018-08-01,115.750000,116.690002,115.279999,115.660004,113.930466,13531600
2018-08-02,114.570000,116.250000,114.330002,116.150002,114.413139,11058100
2018-08-03,116.000000,117.129997,115.940002,117.089996,115.339073,11016100
2018-08-06,116.790001,117.529999,116.180000,117.120003,115.368637,9857400
2018-08-07,117.739998,118.290001,117.330002,117.550003,115.792206,10562100
2018-08-08,117.330002,118.269997,117.279999,117.790001,116.028610,8997100
2018-08-09,117.510002,117.720001,116.699997,116.879997,115.132217,9694200
2018-08-10,115.500000,115.949997,114.680000,115.730003,113.999420,12630600
2018-08-13,115.559998,115.879997,113.820000,113.889999,112.186928,10336300
2018-08-14,114.269997,115.040001,113.650002,114.650002,112.935570,10597600
2018-08-15,113.820000,114.330002,112.970001,113.699997,111.999771,10152100
2018-08-16,114.349998,115.309998,114.300003,114.769997,113.053772,10118600
2018-08-17,114.639999,115.070000,114.300003,114.769997,113.053772,8505100
2018-08-20,114.589996,115.050003,114.110001,114.620003,112.906013,8618700
2018-08-21,115.370003,116.389999,114.879997,115.320000,113.595543,10976700
2018-08-22,115.309998,115.410004,114.779999,114.970001,113.250786,8314700
2018-08-23,114.959999,115.150002,114.430000,114.730003,113.014374,9265400
2018-08-24,114.980003,115.220001,114.449997,114.680000,112.965118,8845700
2018-08-27,115.220001,117.279999,115.169998,116.709999,114.964767,13768000
2018-08-28,117.000000,117.029999,115.970001,116.139999,114.403282,8302600
2018-08-29,116.349998,116.370003,115.360001,115.760002,114.028976,7221700
2018-08-30,115.589996,116.040001,114.980003,115.190002,113.467499,8991800
2018-08-31,114.830002,114.839996,113.820000,114.580002,112.866615,13065700
2018-09-04,114.339996,115.239998,113.629997,115.150002,113.428093,10174200
2018-09-05,115.000000,115.699997,114.250000,114.589996,112.876457,11462400
2018-09-06,114.500000,114.699997,113.500000,114.099998,112.393784,9877600
2018-09-07,114.500000,114.769997,113.629997,114.320000,112.610504,10955600
2018-09-10,114.849998,114.970001,113.660004,113.709999,112.009621,8276900
2018-09-11,113.540001,114.580002,113.180000,114.430000,112.718857,9333800
2018-09-12,114.250000,114.879997,112.849998,113.080002,111.389046,10800800
2018-09-13,113.370003,114.129997,112.669998,113.519997,111.822464,12470800
2018-09-14,113.809998,114.489998,113.230003,113.500000,111.802765,10337900
2018-09-17,113.790001,114.430000,113.300003,113.839996,112.137672,9561300
2018-09-18,114.330002,114.660004,113.559998,114.300003,112.590805,7944200
2018-09-19,114.440002,118.059998,114.440002,117.620003,115.861160,16052800
2018-09-20,118.500000,119.239998,118.080002,118.629997,116.856049,15590000
2018-09-21,119.129997,119.230003,117.739998,117.849998,116.087715,24788200
2018-09-24,117.760002,118.459999,116.430000,116.720001,114.974617,12492500
2018-09-25,117.040001,117.970001,116.320000,116.389999,114.649551,9308300
2018-09-26,116.750000,116.870003,114.660004,115.019997,113.300034,14023600
2018-09-27,115.419998,115.760002,114.160004,114.519997,112.807510,13283000
2018-09-28,113.650002,114.239998,112.519997,112.839996,111.152634,15815100
2018-10-01,113.370003,114.610001,113.040001,113.500000,111.802765,10146300
2018-10-02,113.360001,114.120003,112.809998,113.970001,112.265739,13753100
2018-10-03,114.940002,115.660004,114.480003,115.040001,113.319740,17142000
2018-10-04,114.550003,116.809998,114.209999,115.269997,114.341431,16357400
2018-10-05,115.830002,116.099998,114.019997,114.620003,113.696671,13777600
2018-10-08,114.250000,115.779999,113.349998,115.320000,114.391029,14370900
2018-10-09,114.669998,115.029999,113.669998,114.519997,113.597473,14069500
2018-10-10,114.699997,114.949997,111.470001,111.470001,110.572044,23086400
2018-10-11,110.970001,111.470001,107.379997,108.129997,107.258949,33705600
2018-10-12,110.370003,110.830002,105.599998,106.949997,106.088455,32075700
2018-10-15,107.199997,108.849998,106.320000,106.339996,105.483368,18903200
2018-10-16,107.160004,108.779999,106.730003,108.620003,107.745010,19302800
2018-10-17,108.379997,110.800003,108.230003,109.830002,108.945259,18794500
2018-10-18,109.019997,109.839996,107.809998,108.089996,107.219269,17582500
2018-10-19,107.650002,109.220001,107.269997,107.910004,107.040726,15234500
2018-10-22,108.150002,108.339996,106.110001,106.360001,105.503212,16199100
2018-10-23,104.199997,106.160004,103.699997,105.250000,104.402153,21407500
2018-10-24,104.760002,105.029999,102.910004,103.290001,102.457939,23168900
2018-10-25,104.180000,105.900002,103.720001,104.860001,104.015297,17464700
2018-10-26,104.000000,104.559998,102.730003,103.419998,102.586891,19174900
2018-10-29,104.459999,106.629997,103.699997,104.849998,104.005371,18445200
2018-10-30,105.709999,106.980003,104.860001,106.699997,105.840469,18019700
2018-10-31,108.080002,110.480003,107.790001,109.019997,108.141777,20860000
2018-11-01,109.620003,110.220001,108.320000,108.980003,108.102104,13065000
2018-11-02,109.900002,110.809998,107.489998,108.379997,107.506935,19009200
2018-11-05,108.610001,109.290001,108.419998,109.089996,108.211212,10276400
2018-11-06,108.669998,109.669998,107.760002,109.599998,108.717110,10825000
2018-11-07,110.370003,111.730003,109.349998,111.480003,110.581970,12679600
2018-11-08,111.010002,112.930000,111.000000,112.379997,111.474716,11662500
2018-11-09,112.230003,112.360001,110.830002,111.290001,110.393494,10432200
2018-11-12,111.419998,111.940002,108.599998,108.949997,108.072342,13279700
2018-11-13,109.099998,111.120003,109.099998,109.589996,108.707184,13746100
2018-11-14,110.230003,110.709999,105.980003,107.330002,106.465401,18361400
2018-11-15,108.239998,110.080002,106.809998,110.070000,109.183327,19100000
2018-11-16,109.449997,110.760002,108.550003,109.989998,109.103966,13798600
2018-11-19,109.959999,111.199997,109.529999,110.830002,109.937202,13987000
2018-11-20,109.779999,110.489998,107.980003,108.449997,107.576370,18936200
2018-11-21,109.029999,109.610001,107.639999,107.639999,106.772896,10619600
2018-11-23,106.739998,107.389999,106.059998,106.650002,105.790878,6488400
2018-11-26,107.720001,109.980003,107.449997,109.260002,108.379852,13948300
2018-11-27,108.760002,110.029999,108.629997,109.720001,108.836143,9238200
2018-11-28,109.800003,111.400002,108.870003,110.940002,110.046318,13977300
2018-11-29,110.269997,110.800003,109.639999,110.059998,109.173401,11144300
2018-11-30,109.849998,111.320000,109.580002,111.190002,110.294304,18652700
2018-12-03,112.379997,112.889999,111.739998,112.239998,111.335838,16034500
2018-12-04,111.599998,111.599998,106.730003,107.230003,106.366203,23555900
2018-12-06,105.010002,105.360001,102.879997,105.190002,104.342636,27213900
2018-12-07,105.160004,106.980003,102.910004,103.290001,102.457939,19248600
2018-12-10,102.870003,103.489998,99.279999,101.360001,100.543488,23636400
2018-12-11,103.129997,103.660004,100.209999,100.370003,99.561462,16860700
2018-12-12,101.660004,102.900002,100.059998,101.019997,100.206223,22621500
2018-12-13,101.550003,101.970001,100.669998,101.120003,100.305420,17250900
2018-12-14,99.989998,101.940002,99.860001,100.290001,99.482109,19879500
2018-12-17,99.769997,100.559998,98.440002,99.010002,98.212418,25113500
2018-12-18,99.419998,100.889999,98.120003,98.540001,97.746208,20837200
2018-12-19,98.410004,100.580002,96.599998,97.290001,96.506271,28767900
2018-12-20,96.610001,98.279999,95.690002,96.449997,95.673035,31825200
2018-12-21,96.680000,98.430000,93.690002,94.169998,93.411407,41313900
2018-12-24,92.889999,94.220001,92.139999,92.139999,91.397758,17009300
2018-12-26,92.690002,95.959999,91.110001,95.959999,95.186989,22542900
2018-12-27,94.820000,97.150002,93.550003,97.040001,96.258286,20304700
2018-12-28,97.949997,98.320000,96.440002,96.830002,96.049980,17963300
2018-12-31,97.589996,98.809998,96.769997,97.620003,96.833618,13237200
2019-01-02,95.949997,99.779999,95.940002,99.309998,98.510002,15670900
2019-01-03,98.639999,98.889999,96.690002,97.110001,97.110001,16286400
2019-01-04,99.110001,100.930000,98.279999,100.690002,100.690002,16935200
2019-01-07,100.430000,101.470001,99.709999,100.760002,100.760002,15430700
2019-01-08,101.629997,101.820000,99.550003,100.570000,100.570000,13578800
2019-01-09,100.809998,101.489998,99.930000,100.400002,100.400002,14230300
2019-01-10,100.019997,100.730003,99.269997,100.389999,100.389999,14376100
2019-01-11,99.889999,100.169998,98.949997,99.910004,99.910004,15439900
2019-01-14,98.870003,101.360001,98.660004,100.940002,100.940002,21258500
2019-01-15,98.889999,102.470001,98.599998,101.680000,101.680000,26504900
2019-01-16,102.250000,103.449997,101.800003,102.500000,102.500000,18533000
2019-01-17,102.110001,103.500000,101.919998,102.919998,102.919998,14247600
2019-01-18,103.769997,104.900002,102.830002,104.589996,104.589996,16428700
2019-01-22,103.080002,103.589996,102.129997,102.940002,102.940002,17083700
2019-01-23,103.440002,103.699997,101.970001,102.680000,102.680000,12146700
2019-01-24,102.129997,103.089996,101.940002,102.739998,102.739998,11296800
2019-01-25,103.510002,104.309998,102.739998,103.389999,103.389999,14369400
2019-01-28,102.889999,104.239998,102.589996,103.879997,103.879997,12283100
2019-01-29,103.879997,105.110001,103.730003,104.169998,104.169998,9743300
2019-01-30,104.139999,105.239998,103.779999,104.410004,104.410004,12526300
2019-01-31,103.410004,103.800003,102.730003,103.500000,103.500000,17520600
2019-02-01,104.000000,104.849998,103.519997,103.879997,103.879997,13000800
2019-02-04,103.790001,104.250000,103.010002,104.250000,104.250000,9871500
2019-02-05,104.519997,104.550003,103.290001,103.790001,103.790001,12763000
2019-02-06,103.709999,104.620003,103.470001,103.739998,103.739998,8745000
2019-02-07,103.250000,103.500000,101.440002,102.379997,102.379997,13177500
2019-02-08,102.080002,102.339996,100.059998,101.360001,101.360001,12892600
2019-02-11,101.760002,102.010002,100.769997,100.879997,100.879997,10978500
2019-02-12,101.949997,102.919998,101.889999,102.599998,102.599998,12852300
2019-02-13,102.900002,103.849998,102.900002,103.089996,103.089996,10754100
2019-02-14,102.470001,103.099998,101.349998,102.419998,102.419998,11518500
2019-02-15,103.900002,105.699997,103.660004,105.550003,105.550003,14716900
2019-02-19,104.910004,105.370003,103.809998,105.180000,105.180000,12764900
2019-02-20,105.209999,105.800003,104.879997,105.690002,105.690002,10030300
2019-02-21,105.449997,105.989998,104.959999,105.470001,105.470001,8400100
2019-02-22,105.699997,106.089996,104.779999,105.000000,105.000000,10647300
2019-02-25,105.750000,107.269997,105.690002,106.099998,106.099998,11230700
2019-02-26,104.500000,105.470001,103.940002,105.290001,105.290001,15465400
2019-02-27,105.180000,105.379997,104.510002,105.160004,105.160004,9968800
2019-02-28,105.010002,105.209999,104.180000,104.360001,104.360001,15156900
2019-03-01,105.099998,105.910004,104.199997,104.430000,104.430000,13813300
2019-03-04,104.919998,105.919998,103.269997,104.190002,104.190002,12466300
2019-03-05,104.129997,104.550003,103.260002,104.110001,104.110001,10856600
2019-03-06,103.860001,104.570000,103.550003,103.720001,103.720001,9070800
2019-03-07,103.250000,103.470001,102.160004,102.970001,102.970001,12705700
2019-03-08,101.989998,103.230003,101.989998,103.010002,103.010002,10582400
2019-03-11,103.980003,104.550003,103.660004,104.349998,104.349998,9763200
2019-03-12,104.589996,104.790001,103.750000,104.040001,104.040001,10219100
2019-03-13,104.190002,104.980003,103.949997,104.389999,104.389999,13022200
2019-03-14,104.500000,105.870003,104.459999,105.339996,105.339996,10926500
2019-03-15,105.410004,106.800003,105.230003,106.550003,106.550003,24703100
